ID	RowID	LTARSite.Code	Category	DataSetVariableName	AttributeDescription	Units	TemporalResolution	TemporalResolutionStandard	StartDate	StartDateStandard	StartDateAgCROS	EndDate	EndDateStandard	EndDateAgCros	DateDif_yrs	ResponsiblePersons	StorageFormat	URLdataAccess	LocationIDoutsideNetwork	SpatialRepeats	SpatialDescription	PublicAccess	Network.Category	AgCROS.Table	AgCROS.VarName	NALT.Keywords	subsite	Repo.Name	Model.Name	NALT.Subject	ISO.Topic	Common.Experiment
CPER600	600	CPER	Meteorology	SlrkW_Avg	solar radiation	kW/m²	hourly	1 hour	2003	2003	2003-01-01	2018	now	2019-12-31	17	David Hoover, Justin Derner, Nicole Kaplan	.30 file server			4	Central Plains Experimental Range, Nunn, Colorado	Open	Meteorology	WeatherDaily, WeatherStation	Solar radiation, vegetated ground, no media, daily, total	Meteorology		NAL Met Data Dashboard		Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	yes
CPER601	601	CPER	Meteorology	SlrMJ_Tot	solar radiation	MJ/m²	hourly	1 hour	2003	2003	2003-01-01	2018	now	2019-12-31	17	David Hoover, Justin Derner, Nicole Kaplan	.30 file server			4	Central Plains Experimental Range, Nunn, Colorado	Open	Meteorology	WeatherDaily, WeatherStation	Solar radiation, total, no media, daily	Meteorology		NAL Met Data Dashboard		Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	yes
CPER602	602	CPER	Meteorology	ST_5cm_Avg	Soil temperature at 5cm depth	°C	hourly	1 hour	2003	2003	2003-01-01	2018	now	2019-12-31	17	David Hoover, Justin Derner, Nicole Kaplan	.30 file server			4	Central Plains Experimental Range, Nunn, Colorado	Open	Meteorology	WeatherDaily, WeatherStation	Temperature, soil, daily, 5cm, mean	Meteorology		NAL Met Data Dashboard		Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	yes
CPER603	603	CPER	Meteorology	ST_10cm_Avg	Soil temperature at 10cm depth	°C	hourly	1 hour	2003	2003	2003-01-01	2018	now	2019-12-31	17	David Hoover, Justin Derner, Nicole Kaplan	.30 file server			4	Central Plains Experimental Range, Nunn, Colorado	Open	Meteorology	WeatherDaily, WeatherStation	Temperature, soil, daily, 10cm, mean	Meteorology		NAL Met Data Dashboard		Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	yes
CPER604	604	CPER	Meteorology	ST_30cm_Avg	Soil temperature at 30cm depth	°C	hourly	1 hour	2003	2003	2003-01-01	2018	now	2019-12-31	17	David Hoover, Justin Derner, Nicole Kaplan	.30 file server			4	Central Plains Experimental Range, Nunn, Colorado	Open	Meteorology	WeatherDaily, WeatherStation	avg soil temp	Meteorology		NAL Met Data Dashboard		Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	yes
CPER605	605	CPER	Meteorology	ST_50cm_Avg	Soil temperature at 50cm depth	°C	hourly	1 hour	2003	2003	2003-01-01	2018	now	2019-12-31	17	David Hoover, Justin Derner, Nicole Kaplan	.30 file server			4	Central Plains Experimental Range, Nunn, Colorado	Open	Meteorology	WeatherDaily, WeatherStation	avg soil temp	Meteorology		NAL Met Data Dashboard		Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	yes
CPER606	606	CPER	Meteorology	TotEvap	total evaporation	Inches	hourly	1 hour	2003	2003	2003-01-01	2018	now	2019-12-31	17	David Hoover, Justin Derner, Nicole Kaplan	.30 file server			4	Central Plains Experimental Range, Nunn, Colorado	Open	Meteorology	WeatherDaily, WeatherStation	Evaporation, open pan, no media, daily	Meteorology		NAL Met Data Dashboard		Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	yes
CPER607	607	CPER	Meteorology	SM_5cm_C	volumentric soil water content at 5 cm depth	percent	hourly	1 hour	2003	2003	2003-01-01	2018	now	2019-12-31	17	David Hoover, Justin Derner, Nicole Kaplan	.30 file server			25	Central Plains Experimental Range, Nunn, Colorado	Open	Meteorology	MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol	soil moisture	Meteorology		NAL Met Data Dashboard		Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	yes
CPER608	608	CPER	Meteorology	SM_10cm_C	volumentric soil water content at 10 cm depth	percent	hourly	1 hour	2003	2003	2003-01-01	2018	now	2019-12-31	17	David Hoover, Justin Derner, Nicole Kaplan	.30 file server			25	Central Plains Experimental Range, Nunn, Colorado	Open	Meteorology	MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol	soil moisture	Meteorology		NAL Met Data Dashboard		Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	yes
CPER609	609	CPER	Meteorology	SM_30cm_C	volumentric soil water content at 30 cm depth	percent	hourly	1 hour	2003	2003	2003-01-01	2018	now	2019-12-31	17	David Hoover, Justin Derner, Nicole Kaplan	.30 file server			25	Central Plains Experimental Range, Nunn, Colorado	Open	Meteorology	MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol	soil moisture	Meteorology		NAL Met Data Dashboard		Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	yes
CPER610	610	CPER	Meteorology	SM_50cm_C	volumentric soil water content at 50 cm depth	percent	hourly	1 hour	2003	2003	2003-01-01	2018	now	2019-12-31	17	David Hoover, Justin Derner, Nicole Kaplan	.30 file server			25	Central Plains Experimental Range, Nunn, Colorado	Open	Meteorology	MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol	soil moisture	Meteorology		NAL Met Data Dashboard		Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	yes
CPER611	611	CPER	Meteorology	NetRs_Avg	Net Shortwave Radiation	W/meter²	hourly	1 hour	2003	2003	2003-01-01	2018	now	2019-12-31	17	David Hoover, Justin Derner, Nicole Kaplan	.30 file server			4	Central Plains Experimental Range, Nunn, Colorado	Open	Meteorology	WeatherDaily, WeatherStation	ave_incoming_shortwave radiation	Meteorology		NAL Met Data Dashboard		Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	yes
CPER612	612	CPER	Meteorology	NetRl_Avg	Net longwave Radiation	W/meter²	hourly	1 hour	2003	2003	2003-01-01	2018	now	2019-12-31	17	David Hoover, Justin Derner, Nicole Kaplan	.30 file server			4	Central Plains Experimental Range, Nunn, Colorado	Open	Meteorology	WeatherDaily, WeatherStation	ave_outgoing_longwave radiation	Meteorology		NAL Met Data Dashboard		Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	yes
CPER613	613	CPER	Meteorology	Albedo_Avg	Albedo	W/meter²	hourly	1 hour	2003	2003	2003-01-01	2018	now	2019-12-31	17	David Hoover, Justin Derner, Nicole Kaplan	.30 file server			4	Central Plains Experimental Range, Nunn, Colorado	Open	Meteorology	WeatherDaily, WeatherStation	Albedo	Meteorology		NAL Met Data Dashboard		Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	yes
CPER614	614	CPER	Meteorology	UpTot_Avg	Total Outgoing Radiation	W/meter²	hourly	1 hour	2003	2003	2003-01-01	2018	now	2019-12-31	17	David Hoover, Justin Derner, Nicole Kaplan	.30 file server			4	Central Plains Experimental Range, Nunn, Colorado	Open	Meteorology	WeatherDaily, WeatherStation	Solar radiation, vegetated ground, no media, daily, total	Meteorology		NAL Met Data Dashboard		Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	yes
CPER615	615	CPER	Meteorology	DnTot_Avg	Total Incoming Radiation	W/meter²	hourly	1 hour	2003	2003	2003-01-01	2018	now	2019-12-31	17	David Hoover, Justin Derner, Nicole Kaplan	.30 file server			4	Central Plains Experimental Range, Nunn, Colorado	Open	Meteorology	WeatherDaily, WeatherStation	Solar radiation, vegetated ground, no media, daily, total	Meteorology		NAL Met Data Dashboard		Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	yes
CPER616	616	CPER	Meteorology	NetTot_Avg	Net radiation	W/meter²	hourly	1 hour	2003	2003	2003-01-01	2018	now	2019-12-31	17	David Hoover, Justin Derner, Nicole Kaplan	.30 file server			4	Central Plains Experimental Range, Nunn, Colorado	Open	Meteorology	WeatherDaily, WeatherStation	Solar radiation, total, no media, daily	Meteorology		NAL Met Data Dashboard		Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	yes
CPER617	617	CPER	Precipitation	Precipitation	precipitation	mm	fifteen minutes	15 minute	2015	2015	2015-01-01	2018	now	2019-12-31	5	David Hoover, Justin Derner, Nicole Kaplan	.30 file server			1	Central Plains Experimental Range, Nunn, Colorado	Open	Meteorology	WeatherDaily, WeatherStation	Precipitation, total, no media, daily	Meteorology		NAL Met Data Dashboard		Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	yes
CPER618	618	CPER	Precipitation	CPERpasturePPT	Catch can in pastures read weekly during goriwng season	inches	daily	1 day	1939	1939	1939-01-01	2016	now	2019-12-31	81	David Hoover, Justin Derner, Nicole Kaplan	Access Database			1	Central Plains Experimental Range, Nunn, Colorado	Open	Meteorology	WeatherDaily, WeatherStation	Precipitation, total, no media, daily	Meteorology		NAL Met Data Dashboard		Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	no
CPER619	619	CPER	Precipitation	HQ_catchcan	Daily catch can read on workdays	inches	daily	1 day	1939	1939	1939-01-01	2017	now	2019-12-31	81	David Hoover, Justin Derner, Nicole Kaplan	Access Database			25	Central Plains Experimental Range, Nunn, Colorado	Open	Meteorology	WeatherDaily, WeatherStation	Precipitation, total, no media, daily	Meteorology		NAL Met Data Dashboard		Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	no
CPER620	620	CPER	Vegatation	Phenology greenness	Qualitative categorical assessment of plant greenness from repeated observations throughout the 2015 growing season	Greenness category (1, 2, 3, 4); Canopy/plant size mature, Reproductive structures present (Y/N)	annual	1 year	2014	2014	2014-01-01	2015	2015	2015-12-31	2	Dana Blumenthal, Jules Kray	excel			1	Central Plains Experimental Range, Nunn, Colorado	Closed	Phenology	new ecology	PhenoCam					Natural Resources, Earth and Environmental Sciences	biota	no
CPER621	621	CPER	Vegatation	Phenology flowering	Qualitative categorical assessment of plant flowering dates from repeated observations throughout the 2014 growing season.	Flowering category (0, 1, 2, 3)	annual	1 year	2014	2014	2014-01-01	2015	2015	2015-12-31	2	Dana Blumenthal, Jules Kray	excel			1	Central Plains Experimental Range, Nunn, Colorado	Closed	Phenology	new ecology	PhenoCam					Natural Resources, Earth and Environmental Sciences	biota	no
CPER622	622	CPER	Ecosystem Flux	Eddy co-variance	soil moisture		30 minute		2017	2017	2017-01-01	2018	now	2019-12-31	3	David Hoover, Justin Derner, Nicole Kaplan	.30 file server			4	Central Plains Experimental Range, Nunn, Colorado	Closed	Soil	AmeriFlux		Meteorology, Eddy Covariance				Natural Resources, Earth and Environmental Sciences	geoscientificInformation	no
CPER623	623	CPER	Soil	Soil Health	active carbon	mg C/kg soil	once		2013	2013	2013-01-01	2013	2013	2013-12-31	1	Justin Derner, Nicole Kaplan	excel			3	Central Plains Experimental Range, Nunn, Colorado	Closed	Soil	MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol	Mineral associated carbon, soil, mean or single measurement	Soil				Natural Resources, Earth and Environmental Sciences	geoscientificInformation	no
CPER624	624	CPER	Soil	Soil Health	web aggregate stability	percent	once		2013	2013	2013-01-01	2013	2013	2013-12-31	1	Justin Derner, Nicole Kaplan	excel			3	Central Plains Experimental Range, Nunn, Colorado	Closed	Soil	MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol	Water Stable Aggregates, soil	Soil				Natural Resources, Earth and Environmental Sciences	geoscientificInformation	no
CPER625	625	CPER	Soil	Soil Health	protein	mg g/soil	once		2013	2013	2013-01-01	2013	2013	2013-12-31	1	Justin Derner, Nicole Kaplan	excel			3	Central Plains Experimental Range, Nunn, Colorado	Closed	Soil	MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol	soil health index	Soil				Natural Resources, Earth and Environmental Sciences	geoscientificInformation	no
CPER626	626	CPER	Soil	SoilMoisture_BD	soil moisture and bulk density at various depths	percent	once		2016	2016	2016-01-01	2016	2016	2016-12-31	1	Justin Derner, Nicole Kaplan	Access Database			3	Central Plains Experimental Range, Nunn, Colorado	Closed	Soil	MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol	soil moisture	Soil				Natural Resources, Earth and Environmental Sciences	geoscientificInformation	no
CPER627	627	CPER	Soil	decomposition rate	Biochemical Responses of US Great Plains Grasslands to Regional and Interannual Variability in Precipitation		annual	1 year	1999	1999	1999-01-01	2001	2001	2001-12-31	3	Ingrid Burke, Rebecca McCulley, Nicole Kaplan	ASCII file in institutional repository	http://hdl.handle.net/10217/85531	open	1	Central Plains Experimental Range, Nunn, Colorado	open	Soil	MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol	Total soil carbon, soil, mean or single measurement					Natural Resources, Earth and Environmental Sciences	geoscientificInformation	no
CPER628	628	CPER	Soil	N mineralization	Biochemical Responses of US Great Plains Grasslands to Regional and Interannual Variability in Precipitation		monthly	1 year	1999	1999	1999-01-01	2001	2001	2001-12-31	3	Ingrid Burke, Rebecca McCulley, Nicole Kaplan	ASCII file in institutional repository	http://hdl.handle.net/10217/85531	open	1	Central Plains Experimental Range, Nunn, Colorado	open	Soil	MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol	Potentially Mineralizable N					Natural Resources, Earth and Environmental Sciences	geoscientificInformation	no
CPER629	629	CPER	Soil	N mineralization	Biochemical Responses of US Great Plains Grasslands to Regional and Interannual Variability in Precipitation				1999	1999	1999-01-01	2001	2001	2001-12-31	3	Ingrid Burke, Rebecca McCulley, Nicole Kaplan	ASCII file in institutional repository	http://hdl.handle.net/10217/85531	open	1	Central Plains Experimental Range, Nunn, Colorado	open	Soil	MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol	Potentially Mineralizable N					Natural Resources, Earth and Environmental Sciences	geoscientificInformation	no
CPER630	630	CPER	Soil	PFLA	Biochemical Responses of US Great Plains Grasslands to Regional and Interannual Variability in Precipitation				1999	1999	1999-01-01	2001	2001	2001-12-31	3	Ingrid Burke, Rebecca McCulley, Nicole Kaplan	ASCII file in institutional repository	http://hdl.handle.net/10217/85531	open	1	Central Plains Experimental Range, Nunn, Colorado	open	Soil	MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol	PLFA					Natural Resources, Earth and Environmental Sciences	geoscientificInformation	no
CPER631	631	CPER	Soil	Respiration	Biochemical Responses of US Great Plains Grasslands to Regional and Interannual Variability in Precipitation				1999	1999	1999-01-01	2001	2001	2001-12-31	3	Ingrid Burke, Rebecca McCulley, Nicole Kaplan	ASCII file in institutional repository	http://hdl.handle.net/10217/85531	open	1	Central Plains Experimental Range, Nunn, Colorado	open	Soil	MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol	microbial respiration					Natural Resources, Earth and Environmental Sciences	geoscientificInformation	no
CPER632	632	CPER	Soil	Soil Nitrogen	SGS-LTER Earthwatch Project : nitrogen and carbon in native, abandoned and cultivated fields in eastern Colorado, USA				1991	1991	1991-01-01	1995	1995	1995-12-31	5	Ingrid Burke, Nicole Kaplan	ASCII file in institutional repository	http://hdl.handle.net/10217/82140	open	1	Central Plains Experimental Range, Nunn, Colorado	open	Soil	MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol	Total soil nitrogen, soil, mean or single measurement					Natural Resources, Earth and Environmental Sciences	geoscientificInformation	no
CPER633	633	CPER	Soil	Soil Carbon	SGS-LTER Earthwatch Project : nitrogen and carbon in native, abandoned and cultivated fields in eastern Colorado, USA				1991	1991	1991-01-01	1995	1995	1995-12-31	5	Ingrid Burke, Nicole Kaplan	ASCII file in institutional repository	http://hdl.handle.net/10217/82140	open	1	Central Plains Experimental Range, Nunn, Colorado	open	Soil	MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol	Total soil carbon, soil, mean or single measurement					Natural Resources, Earth and Environmental Sciences	geoscientificInformation	no
CPER634	634	CPER	soil	seed bank	Open Top Chamber Experiment Carbon Dioxide (CO2) Elevation Experiment at the Central Plains Experimental Range, Nunn, Colorado, USA		annual	1 year	1997	1997	1997-01-01	2001	2001	2001-12-31	5	Justin Derner, Jack Morgan	ASCII file in institutional repository	http://hdl.handle.net/10217/82454	open	1	Central Plains Experimental Range, Nunn, Colorado	open	Soil	MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol	soil health index					Natural Resources, Earth and Environmental Sciences	geoscientificInformation	no
CPER635	635	CPER	soil	soil composition	Open Top Chamber Experiment Carbon Dioxide (CO2) Elevation Experiment at the Central Plains Experimental Range, Nunn, Colorado, USA		annual	1 year	1997	1997	1997-01-01	2001	2001	2001-12-31	5	Justin Derner, Jack Morgan	ASCII file in institutional repository	http://hdl.handle.net/10217/82454	open	1	Central Plains Experimental Range, Nunn, Colorado	open	Soil	MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol	Total soil carbon, soil, mean or single measurement					Natural Resources, Earth and Environmental Sciences	geoscientificInformation	no
CPER636	636	CPER	Soil	Soil Carbon	SGS-LTER Ecosystem Stress Area : Long-term dataset following nutrient enrichment stress on the Central Plains Experimental Range in Nunn, Colorado, USA, ARS Study Number 3		annual	1 year	1974	1974	1974-01-01	2011	2011	2011-12-31	38	Milchunas, Daniel G.; Lauenroth, William K.	ASCII file in institutional repository	http://hdl.handle.net/10217/83317	open	2	Central Plains Experimental Range, Nunn, Colorado	open	Soil	MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol	Total soil carbon, soil, mean or single measurement					Natural Resources, Earth and Environmental Sciences	geoscientificInformation	no
CPER637	637	CPER	Soil	Soil Nitrogen	SGS-LTER Ecosystem Stress Area : Long-term dataset following nutrient enrichment stress on the Central Plains Experimental Range in Nunn, Colorado, USA, ARS Study Number 3		annual	1 year	1974	1974	1974-01-01	2011	2011	2011-12-31	38	Milchunas, Daniel G.; Lauenroth, William K.	ASCII file in institutional repository	http://hdl.handle.net/10217/83317	open	2	Central Plains Experimental Range, Nunn, Colorado	open	Soil	MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol	Total soil nitrogen, soil, mean or single measurement					Natural Resources, Earth and Environmental Sciences	geoscientificInformation	no
CPER638	638	CPER	Ecosystem Flux	Eddy co-variance	anpp	g/m2	30 minute		2017	2017	2017-01-01	2018	now	2019-12-31	3	David Hoover, Justin Derner, Nicole Kaplan	.30 file server			6	Central Plains Experimental Range, Nunn, Colorado	Closed	Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Biomass, aboveground live, plant tissue, mean or single measurement	Vegetation				Natural Resources, Earth and Environmental Sciences	biota	no
CPER639	639	CPER	Ecosystem Flux	Eddy co-variance	greenness via NDVI and phenoCam	imagery	30 minute		2017	2017	2017-01-01	2018	now	2019-12-31	3	David Hoover, Justin Derner, Nicole Kaplan	.30 file server			3	Central Plains Experimental Range, Nunn, Colorado	Closed	Vegetation	new ecology	PhenoCam	Meteorology, Eddy Covariance				Natural Resources, Earth and Environmental Sciences	biota	no
CPER640	640	CPER	Vegatation	Leaf Phosphorus	Leaf Phosphorus	percent	annual	1 year	2014	2014	2014-01-01	2015	2015	2015-12-31	2	Dana Blumenthal, Jules Kray	excel			1	Central Plains Experimental Range, Nunn, Colorado	Closed	Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Leaf Phosphorus					Natural Resources, Earth and Environmental Sciences	biota	no
CPER641	641	CPER	Vegatation	Stem Specific Density	Stem Specific Density	mg/mm3	annual	1 year	2014	2014	2014-01-01	2015	2015	2015-12-31	2	Dana Blumenthal, Jules Kray	excel			1	Central Plains Experimental Range, Nunn, Colorado	Closed	Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Stem Specific Density					Natural Resources, Earth and Environmental Sciences	biota	no
CPER642	642	CPER	Vegatation	Photosynthesis_Area	Photosynthesis_Area	mmol/m2/s	annual	1 year	2014	2014	2014-01-01	2015	2015	2015-12-31	2	Dana Blumenthal, Jules Kray	excel			1	Central Plains Experimental Range, Nunn, Colorado	Closed	Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Photosynthesis_Area					Natural Resources, Earth and Environmental Sciences	biota	no
CPER643	643	CPER	Vegatation	Leaf Osmotic Potential	Leaf Osmotic Potential	MPa	annual	1 year	2014	2014	2014-01-01	2015	2015	2015-12-31	2	Dana Blumenthal, Jules Kray	excel			1	Central Plains Experimental Range, Nunn, Colorado	Closed	Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Leaf Osmotic Potential					Natural Resources, Earth and Environmental Sciences	biota	no
CPER644	644	CPER	Vegatation	Leaf Xylem Pressure Potential	Leaf Xylem Pressure Potential	MPa	annual	1 year	2014	2014	2014-01-01	2015	2015	2015-12-31	2	Dana Blumenthal, Jules Kray	excel			1	Central Plains Experimental Range, Nunn, Colorado	Closed	Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Leaf Xylem Pressure Potential					Natural Resources, Earth and Environmental Sciences	biota	no
CPER645	645	CPER	Vegatation	LDMC	LDMC	g/g	annual	1 year	2014	2014	2014-01-01	2015	2015	2015-12-31	2	Dana Blumenthal, Jules Kray	excel			1	Central Plains Experimental Range, Nunn, Colorado	Closed	Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	LDMC					Natural Resources, Earth and Environmental Sciences	biota	no
CPER646	646	CPER	Vegatation	Leaf D 13C	Leaf D 13C		annual	1 year	2014	2014	2014-01-01	2015	2015	2015-12-31	2	Dana Blumenthal, Jules Kray	excel			1	Central Plains Experimental Range, Nunn, Colorado	Closed	Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Leaf D 13C					Natural Resources, Earth and Environmental Sciences	biota	no
CPER647	647	CPER	Vegatation	Leaf Thickness	Leaf Thickness	mm	annual	1 year	2014	2014	2014-01-01	2015	2015	2015-12-31	2	Dana Blumenthal, Jules Kray	excel			1	Central Plains Experimental Range, Nunn, Colorado	Closed	Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Leaf Thickness					Natural Resources, Earth and Environmental Sciences	biota	no
CPER648	648	CPER	Vegatation	Leaf Pubescence	Leaf Pubescence	percent	annual	1 year	2014	2014	2014-01-01	2015	2015	2015-12-31	2	Dana Blumenthal, Jules Kray	excel			1	Central Plains Experimental Range, Nunn, Colorado	Closed	Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Leaf Pubescence					Natural Resources, Earth and Environmental Sciences	biota	no
CPER649	649	CPER	Vegatation	Stomatal Conductance_Area	Stomatal Conductance_Area	mmol/m2/s	annual	1 year	2014	2014	2014-01-01	2015	2015	2015-12-31	2	Dana Blumenthal, Jules Kray	excel			1	Central Plains Experimental Range, Nunn, Colorado	Closed	Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Stomatal Conductance_Area					Natural Resources, Earth and Environmental Sciences	biota	no
CPER650	650	CPER	Vegatation	Plant Height	Plant Height	mm	annual	1 year	2014	2014	2014-01-01	2015	2015	2015-12-31	2	Dana Blumenthal, Jules Kray	excel			1	Central Plains Experimental Range, Nunn, Colorado	Closed	Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Plant Height					Natural Resources, Earth and Environmental Sciences	biota	no
CPER651	651	CPER	Vegatation	Total Plant Mass_PA	Total Plant Mass_PA	g	annual	1 year	2014	2014	2014-01-01	2015	2015	2015-12-31	2	Dana Blumenthal, Jules Kray	excel			1	Central Plains Experimental Range, Nunn, Colorado	Closed	Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Total Plant Mass_PA					Natural Resources, Earth and Environmental Sciences	biota	no
CPER652	652	CPER	Vegatation	Total Plant Volume_PA	Total Plant Volume_PA	cm3	annual	1 year	2014	2014	2014-01-01	2015	2015	2015-12-31	2	Dana Blumenthal, Jules Kray	excel			1	Central Plains Experimental Range, Nunn, Colorado	Closed	Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Total Plant Volume_PA					Natural Resources, Earth and Environmental Sciences	biota	no
CPER653	653	CPER	Vegatation	Average individual leaf area	Average individual leaf area	cm2	annual	1 year	2014	2014	2014-01-01	2015	2015	2015-12-31	2	Dana Blumenthal, Jules Kray	excel			1	Central Plains Experimental Range, Nunn, Colorado	Closed	Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Average individual leaf area					Natural Resources, Earth and Environmental Sciences	biota	no
CPER654	654	CPER	Vegatation	Leaf ADF	Leaf ADF	% of DM	annual	1 year	2014	2014	2014-01-01	2015	2015	2015-12-31	2	Dana Blumenthal, Jules Kray	excel			1	Central Plains Experimental Range, Nunn, Colorado	Closed	Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Leaf ADF					Natural Resources, Earth and Environmental Sciences	biota	no
CPER655	655	CPER	Vegatation	Leaf Lignin	Leaf Lignin	% of DM	annual	1 year	2014	2014	2014-01-01	2015	2015	2015-12-31	2	Dana Blumenthal, Jules Kray	excel			1	Central Plains Experimental Range, Nunn, Colorado	Closed	Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Leaf Lignin					Natural Resources, Earth and Environmental Sciences	biota	no
CPER656	656	CPER	Vegatation	Cellulose	Cellulose		annual	1 year	2014	2014	2014-01-01	2015	2015	2015-12-31	2	Dana Blumenthal, Jules Kray	excel			1	Central Plains Experimental Range, Nunn, Colorado	Closed	Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Cellulose					Natural Resources, Earth and Environmental Sciences	biota	no
CPER657	657	CPER	Vegatation	Hemicellulose	Hemicellulose		annual	1 year	2014	2014	2014-01-01	2015	2015	2015-12-31	2	Dana Blumenthal, Jules Kray	excel			1	Central Plains Experimental Range, Nunn, Colorado	Closed	Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Hemicellulose					Natural Resources, Earth and Environmental Sciences	biota	no
CPER658	658	CPER	Vegatation	Root threshold value	value between 0 (pure black) and 255 (pure white) determined by WinRhizo software and used to assign pixels to either root or non-root background		annual	1 year	2014	2014	2014-01-01	2015	2015	2015-12-31	2	Dana Blumenthal, Jules Kray	excel			1	Central Plains Experimental Range, Nunn, Colorado	Closed	Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Root threshold value					Natural Resources, Earth and Environmental Sciences	biota	no
CPER659	659	CPER	Vegatation	Root Surface area	Root Surface area	cm2	annual	1 year	2014	2014	2014-01-01	2015	2015	2015-12-31	2	Dana Blumenthal, Jules Kray	excel			1	Central Plains Experimental Range, Nunn, Colorado	Closed	Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Root Surface area					Natural Resources, Earth and Environmental Sciences	biota	no
CPER660	660	CPER	Vegatation	root volume	root volume	cm3	annual	1 year	2014	2014	2014-01-01	2015	2015	2015-12-31	2	Dana Blumenthal, Jules Kray	excel			1	Central Plains Experimental Range, Nunn, Colorado	Closed	Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	root volume					Natural Resources, Earth and Environmental Sciences	biota	no
