TYPE	TABLE	COLUMN	ParameterDescription	Low	High	Units	Nullable	ACCESS Field types	Precision	Scale	Maxlength	TABLE LAST DET	COLUMN From AgAR v2017.05.0008 (6/2/2017)
Measurement	MeasSoilChem	P STD mgP/kg	"Phosphorus, soil, StdDev, milligrams P per kilogram soil"	0	1000000	mg P/kg	YES	decimal	9	3	---	MeasSoilChem	"P STD, mgP/kg"
Measurement	MeasSoilChem	K STD mgK/kg	"Potassium, soil, StdDev, milligrams K per kilogram soil"	0	1000000	mg K/kg	YES	decimal	9	3	---	MeasSoilChem	"K STD, mgK/kg"
Measurement	MeasSoilChem	Ca STD mgCa/kg	"Calcium, soil, StdDev, milligrams Ca per kilogram soil"	0	1000000	mg Ca/kg	YES	decimal	9	3	---	MeasSoilChem	"Ca STD, mgCa/kg"
Measurement	MeasSoilChem	Mg STD mgMg/kg	"Magnesium, soil, StdDev, milligrams Mg per kilogram soil"	0	1000000	mg Mg/kg	YES	decimal	9	3	---	MeasSoilChem	"Mg STD, mgMg/kg"
Measurement	MeasSoilChem	Cu STD mgCu/kg	"Copper, soil, StdDev, milligrams Cu per kilogram soil"	0	1000000	mg Cu/kg	YES	decimal	9	3	---	MeasSoilChem	"Cu STD, mgCu/kg"
Measurement	MeasSoilChem	Fe STD mgFe/kg	"Iron, soil, StdDev, milligrams Fe per kilogram soil"	0	1000000	mg Fe/kg	YES	decimal	9	3	---	MeasSoilChem	"Fe STD, mgFe/kg"
Measurement	MeasSoilChem	Mn STD mgMN/kg	"Manganese, soil, StdDev, milligrams Mn per kilogram soil"	0	1000000	mg Mn/kg	YES	decimal	9	3	---	MeasSoilChem	"Mn STD, mgMN/kg"
Measurement	MeasSoilChem	Zn STD mgZn/kg	"Zinc, soil, StdDev, milligrams Zn per kilogram soil"	0	1000000	mg Zn/kg	YES	decimal	9	3	---	MeasSoilChem	"Zn STD, mgZn/kg"
Measurement	MeasSoilChem	Mineralizable N STD gN/kg	"Potentially Mineralizable N, soil, StdDev, grams N per kilogram soil"	0	1000	g/kg	YES	decimal	9	3	---	MeasSoilChem	"Mineralizable N STD, gN/kg"
Measurement	MeasSoilChem	Nitrite STD mgN/kg	"Nitrite, soil, StdDev, milligrams per kilogram soil"	0	1000000	mg/kg	YES	decimal	9	3	---	MeasSoilChem	"Nitrite STD, mgN/kg"
Measurement	MeasSoilChem	Cesium-137 STD Bq/kg	 Bq/kg	 0	10000	 Bq/kg	YES	decimal	9	3	---		
Measurement	MeasSoilChem	Lead-210 STD Bq/kg	 Bq/kg	 0	10000	 Bq/kg	YES	decimal	9	3	---		
Measurement	MeasSoilChem	Beryllium-7 STD Bq/kg	 Bq/kg	 0	10000	 Bq/kg	YES	decimal	9	3	---		
---	---	---	---	---	---	---	---	---	---	---	---	---	---
Measurement	MeasSoilBiol	Exp Unit ID	Experimental Unit ID	a	z	none	NO	Memo	---	---	63999	MeasSoilBiol	Exp Unit ID
Measurement	MeasSoilBiol	Date	Measurement identifier	1/1/1900	10/19/2018	mm/dd/yyyy	NO	Date/Time	---	---	---	MeasSoilBiol	Date
Measurement	MeasSoilBiol	Treatment ID	Treatment identifier	a	z	none	YES	Memo	---	---	63999	MeasSoilBiol	Treatment ID
Measurement	MeasSoilBiol	Upper cm	"Upper soil layer, soil, centimeters"	0	200	cm	YES	Long Integer	---	---	---	MeasSoilBiol	"Upper, cm"
Measurement	MeasSoilBiol	Lower cm	"Lower soil layer, soil, centimeters"	0	200	cm	YES	Long Integer	---	---	---	MeasSoilBiol	"Lower, cm"
Measurement	MeasSoilBiol	Model if simulated	"If the observation is simulated, what model was used?"	a	z	none	YES	Memo	---	---	63999		
Measurement	MeasSoilBiol	Glucosidase mg/kg/hr	"Beta_Glucosidase, soil, milligram ?-nitrophenol released per kilogram soil per hour"	0		mg ?-nitrophenol released kg-1 soil h-1	YES	decimal	9	3	---	MeasSoilBiol	"Glucosidase, mg/kg/hr"
Measurement	MeasSoilBiol	Glucosaminidase mg/kg/hr	"Beta_Glucosaminidase_NAG, soil, milligram ?-nitrophenol released per kilogram soil per hour"	0		mg ?-nitrophenol released kg-1 soil h-1	YES	decimal	9	3	---	MeasSoilBiol	"Glucosaminidase, mg/kg/hr"
Measurement	MeasSoilBiol	Acid Phosphatase mg/kg/hr	"Acid_Phosphatase, soil, milligram ?-nitrophenol per kilogram soil per hour"	0		mg ?-n per kg-1 soil h-0	YES	decimal	9	3	---	MeasSoilBiol	"Acid Phosphatase, mg/kg/hr"
Measurement	MeasSoilBiol	Alk Phosphatase mg/kg/hr	"Alkaline_Phosphatase, soil, milligram ?-nitrophenol per kilogram soil per hour"	0		mg ?-n per kg-1 soil h-1	YES	decimal	9	3	---	MeasSoilBiol	"Alk Phosphatase, mg/kg/hr"
Measurement	MeasSoilBiol	Fluorescein Diacetate Hydrol mg/kg/hr	"Fluorescein_Diacetate_Hydrolysis, soil, milligram fluorescein per kilogram soil per hour"	0		mg kg-1 h-1	YES	decimal	9	3	---	MeasSoilBiol	"Fluorescein Diacetate Hydrol, mg/kg/hr"
Measurement	MeasSoilBiol	Glomalin g/kg	"Glomalin, soil, gram per kilogram"	0		g/kg	YES	decimal	9	3	---	MeasSoilBiol	"Glomalin, g/kg"
Measurement	MeasSoilBiol	FAME	"Fatty Acid Methyl Esters, soil, were they measured"	Yes	No	none	YES	Yes/No	---	---	---	MeasSoilBiol	FAME
Measurement	MeasSoilBiol	PLFA	"Phospholipid Fatty Acids, soil, were they measured"	Yes	No	none	YES	Yes/No	---	---	---	MeasSoilBiol	PLFA
Measurement	MeasSoilBiol	DNA	"DNA, soil, was it measured"	Yes	No	none	YES	Yes/No	---	---	---	MeasSoilBiol	DNA
Measurement	MeasSoilBiol	Iden Plant Material gC/kg	"Identifiable Plant Material, soil, grams carbon per kilogram soil"	0	1000	g C/kg	YES	decimal	9	3	---	MeasSoilBiol	"Iden Plant Material, gC/kg"
Measurement	MeasSoilBiol	POM gC/kg	"Particulate organic matter, soil, mean or single measurement, grams C per kilogram soil"	0	1000	g C/kg	YES	decimal	9	3	---	MeasSoilBiol	"POM, gC/kg"
Measurement	MeasSoilBiol	Microbe Bio C mgC/kg	"Microbial biomass carbon, soil, milligrams C per kilogram soil"	0	" 1,000,000 "	mg C/kg	YES	decimal	9	3	---	MeasSoilBiol	"Microbe Bio C, mgC/kg"
Measurement	MeasSoilBiol	Microbe Bio N mgN/kg	"Microbial biomass nitrogen, soil, milligrams N per kilogram soil"	0	" 1,000,000 "	mg N/kg	YES	decimal	9	3	---	MeasSoilBiol	"Microbe Bio N, mgN/kg"
Measurement	MeasSoilBiol	Glucosidase STD mg/kg/hr	"Beta_Glucosidase, soil, StdDev, milligram ?-nitrophenol released per kilogram soil per hour"	0		mg ?-nitrophenol released kg-1 soil h-1	YES	decimal	9	3	---	MeasSoilBiol	"Glucosidase STD, mg/kg/hr"
Measurement	MeasSoilBiol	Glucosaminidase STD mg/kg/hr	"Beta_Glucosaminidase_NAG, soil, StdDev, milligram ?-nitrophenol released per kilogram soil per hour"	0		mg ?-nitrophenol released kg-1 soil h-1	YES	decimal	9	3	---	MeasSoilBiol	"Glucosaminidase STD, mg/kg/hr"
Measurement	MeasSoilBiol	Acid Phosphatase STD mg/kg/hr	"Acid_Phosphatase, soil, StdDev, milligram ?-nitrophenol per kilogram soil per hour"	0		mg ?-n per kg-1 soil h-0	YES	decimal	9	3	---	MeasSoilBiol	"Acid Phosphatase STD, mg/kg/hr"
Measurement	MeasSoilBiol	Alk Phosphatase STD mg/kg/hr	"Alkaline_Phosphatase, soil, StdDev, milligram ?-nitrophenol per kilogram soil per hour"	0		mg ?-n per kg-1 soil h-1	YES	decimal	9	3	---	MeasSoilBiol	"Alk Phosphatase STD, mg/kg/hr"
Measurement	MeasSoilBiol	Fluorescein Diacetate Hydrol STD mg/kg/hr	"Fluorescein_Diacetate_Hydrolysis, soil, StdDev, milligram fluorescein per kilogram soil per hour"	0		mg kg-1 h-1	YES	decimal	9	3	---	MeasSoilBiol	"Fluorescein Diacetate Hydrol STD, mg/kg/hr"
Measurement	MeasSoilBiol	Glomalin STD g/kg	"Glomalin, soil, StdDev, gram per kilogram"	0	1000	g/kg	YES	decimal	9	3	---	MeasSoilBiol	"Glomalin STD, g/kg"
Measurement	MeasSoilBiol	Iden Plant Material STD gC/kg	"Identifiable Plant Material, soil, StdDev, grams carbon per kilogram soil"	0	1000	g C/kg	YES	decimal	9	3	---	MeasSoilBiol	"Iden Plant Material STD, gC/kg"
Measurement	MeasSoilBiol	POM STD gC/kg	"Particulate organic matter, soil, StdDev, grams C per kilogram soil"	0	1000	g C/kg	YES	decimal	9	3	---	MeasSoilBiol	"POM STD, gC/kg"
Measurement	MeasSoilBiol	Microbe Bio C STD mgC/kg	"Microbial biomass carbon, soil, StdDev, milligrams C per kilogram soil"	0	" 1,000,000 "	mg C/kg	YES	decimal	9	3	---	MeasSoilBiol	"Microbe Bio C STD, mgC/kg"
Measurement	MeasSoilBiol	Microbe Bio N STD mgN/kg	"Microbial biomass nitrogen, soil, StdDev, milligrams N per kilogram soil"	0	" 1,000,000 "	mg N/kg	YES	decimal	9	3	---	MeasSoilBiol	"Microbe Bio N STD, mgN/kg"
---	---	---	---	---	---	---	---	---	---	---	---	---	---
Measurement	MeasSoilCover	Exp Unit ID	Experimental Unit ID	a	z	none	NO	Memo	---	---	63999	MeasSoilCover	Exp Unit ID
Measurement	MeasSoilCover	Date	Date	1/1/1900	10/19/2018	mm/dd/yyyy	NO	Date/Time	---	---	---	MeasSoilCover	Date
Measurement	MeasSoilCover	Treatment ID	Treatment identifier	a	z	none	YES	Memo	---	---	63999	MeasSoilCover	Treatment ID
Measurement	MeasSoilCover	Timing Descriptor	When this was measured	a	z	none	YES	Memo	---	---	63999	MeasSoilCover	Timing Descriptor
Measurement	MeasSoilCover	Crop	Crop name	a	z	none	YES	Memo	---	---	63999	MeasSoilCover	Crop
Measurement	MeasSoilCover	Soil w/Residue %	"Residue cover, soil, percent"	0	100	%	YES	Long Integer	---	---	---	MeasSoilCover	"Soil w/Residue, %"
---	---	---	---	---	---	---	---	---	---	---	---	---	---
Measurement	MeasARGenes	Exp Unit ID	Experimental Unit ID	a	z	none	NO	Memo	---	---	63999	MeasARGenes	Exp Unit ID
Measurement	MeasARGenes	Date	Date	1/1/1900	10/19/2018	mm/dd/yyyy	NO	Date/Time	---	---	---	MeasARGenes	Date
Measurement	MeasARGenes	Treatment ID	Treatment identifier	a	z	none	YES	Memo	---	---	63999	MeasARGenes	Treatment ID
Measurement	MeasARGenes	Sample Type										MeasARGenes	Sample Type
Measurement	MeasARGenes	Sample Details										MeasARGenes	Sample Details
Measurement	MeasARGenes	Upper cm	"Upper soil layer, soil, centimeters"	0	200	cm	YES	Long Integer	---	---	---	MeasARGenes	"Upper, cm"
Measurement	MeasARGenes	Lower cm	"Lower soil layer, soil, centimeters"	0	200	cm	YES	Long Integer	---	---	---	MeasARGenes	"Lower, cm"
Measurement	MeasARGenes	Target										MeasARGenes	Target
Measurement	MeasARGenes	Presence or Absence of Target										MeasARGenes	Presence or Absence
Measurement	MeasARGenes	Value										MeasARGenes	Value
Measurement	MeasARGenes	Units										MeasARGenes	Units
---	---	---	---	---	---	---	---	---	---	---	---	---	---
Measurement	MeasGHGFlux	Exp Unit ID	Experimental Unit ID	a	z	none	NO	Memo	---	---	63999	MeasGHGFlux	Exp Unit ID
Measurement	MeasGHGFlux	Date	Date	1/1/1900	10/19/2018	mm/dd/yyyy	NO	Date/Time	---	---	---	MeasGHGFlux	Date
Measurement	MeasGHGFlux	Time	"Sampling time, hours and minutes"	0:01	23:59	Hours:minutes	YES	Date/Time	---	---	63999	MeasGHGFlux	Time
Measurement	MeasGHGFlux	Treatment ID	Treatment identifier	a	z	none	YES	Memo	---	---	63999	MeasGHGFlux	Treatment ID
Measurement	MeasGHGFlux	Crop	Crop name	a	z	none	YES	Memo	---	---	63999	MeasGHGFlux	Crop
Measurement	MeasGHGFlux	Chamber Placement	Chamber placement	a	z	none	YES	Memo	---	---	63999	MeasGHGFlux	Chamber Placement
Measurement	MeasGHGFlux	N2O gN/ha/d	"Nitrous oxide, air, daily, mean or single measurement, grams N per hectare"	-100	"10,000"	g N/ha/d	YES	decimal	9	3	---	MeasGHGFlux	N2O gN/ha/d
Measurement	MeasGHGFlux	N2O Interp=0 Obs=1	N2O Measurement value type	0	1	none	YES	Long Integer	---	---	---	MeasGHGFlux	N2O Interp=0 Obs=1
Measurement	MeasGHGFlux	CO2 gC/ha/d	"Carbon dioxide, air, daily, mean or single measurement, grams C per hectare"	-100	"10,000"	g C/ha/d	YES	decimal	9	3	---	MeasGHGFlux	CO2 gC/ha/d
Measurement	MeasGHGFlux	CO2 Interp=0 Obs=1	CO2 Measurement value type	0	1	none	YES	Long Integer	---	---	---	MeasGHGFlux	CO2 Interp=0 Obs=1
Measurement	MeasGHGFlux	CH4 gC/ha/d	"Methane, air, daily, mean or single measurement, grams C per hectare"	"-10,000"	"10,000"	g C/ha/d	YES	decimal	9	3	---	MeasGHGFlux	CH4 gC/ha/d
Measurement	MeasGHGFlux	CH4 Interp=0 Obs=1	CH4 Measurement value type	0	1	none	YES	Long Integer	---	---	---	MeasGHGFlux	CH4 Interp=0 Obs=1
Measurement	MeasGHGFlux	Air Temp degC	"Temperature, air, sample period, mean or single measurement, degrees Celsius"	-20	40	degrees Celsius	YES	decimal	9	3	---	MeasGHGFlux	"Air Temp, degC"
Measurement	MeasGHGFlux	Soil Temp degC	"Temperature, soil, sample period, mean or single measurement, degrees Celsius"	-20	40	degrees Celsius	YES	decimal	9	3	---	MeasGHGFlux	"Soil Temp, degC"
Measurement	MeasGHGFlux	Soil Moisture % vol	"Soil moisture, soil, mean or single measurement, percent volume"	1	100	% vol (cu cm H2O/cu cm soil*100)	YES	decimal	9	3	---	MeasGHGFlux	"Soil Moisture, % vol"
Measurement	MeasGHGFlux	Soil Moisture Depth cm	"Depth of soil moisture sample, soil, centimeters"	0	100	cm	YES	decimal	9	3	---	MeasGHGFlux	"Soil Moisture Depth, cm"
Measurement	MeasGHGFlux	N2O STD gN/ha/d	"Nitrous oxide, air, daily, StdDev, grams N per hectare"	-100	"10,000"	g N/ha/d	YES	decimal	---	---	---	MeasGHGFlux	"N2O STD, gN/ha/d"
Measurement	MeasGHGFlux	CO2 STD gC/ha/d	"Carbon dioxide, air, daily, StdDev, grams C per hectare"	-100	"10,000"	g C/ha/d	YES	decimal	---	---	---	MeasGHGFlux	"CO2 STD, gC/ha/d"
Measurement	MeasGHGFlux	CH4 STD gC/ha/d	"Methane, air, daily, StdDev, grams C per hectare"	"-10,000"	"10,000"	g C/ha/d	YES	decimal	---	---	---	MeasGHGFlux	"CH4 STD, gC/ha/d"
Measurement	MeasGHGFlux	Air Temp STD degC	"Temperature, air, StdDev, degrees Celsius"	-20	40	degrees Celsius	YES	decimal	9	3	---	MeasGHGFlux	"Air Temp STD, degC"
Measurement	MeasGHGFlux	Soil Temp STD degC	"Temperature, soil, StdDev, degrees Celsius"	-20	40	degrees Celsius	YES	decimal	9	3	---	MeasGHGFlux	"Soil Temp STD, degC"
Measurement	MeasGHGFlux	Soil Moisture STD % vol	"Soil moisture, soil, StdDev, percent volume"	1	100	% vol (cu cm H2O/cu cm soil*100)	YES	decimal	9	3	---	MeasGHGFlux	"Soil Moisture STD, % vol"
---	---	---	---	---	---	---	---	---	---	---	---	---	---
Measurement	MeasResidueMgnt	Exp Unit ID	Experimental Unit ID	a	z	none	NO	Memo	---	---	63999	MeasHarvestRemoval	Exp Unit ID
Measurement	MeasResidueMgnt	Date	Date	1/1/1900	10/19/2018	mm/dd/yyyy	NO	Date/Time	---	---	---	MeasHarvestRemoval	Date
Measurement	MeasResidueMgnt	Treatment ID	Treatment identifier	a	z	none	YES	Memo	---	---	63999	MeasHarvestRemoval	Treatment ID
Measurement	MeasResidueMgnt	Growth Stage	Growth stage	a	z	none	YES	Memo	---	---	63999	MeasHarvestRemoval	Growth Stage
Measurement	MeasResidueMgnt	Crop	Crop name	a	z	none	YES	Memo	---	---	63999	MeasHarvestRemoval	Crop
Measurement	MeasResidueMgnt	Harvested Frac	Harvest Fraction	a	z	none	YES	Memo	---	---	63999	MeasHarvestRemoval	Harvested Frac
Measurement	MeasResidueMgnt	Corn Ear Height cm	"Corn height, plant tissue, centimeters"	0	"50,000"	cm	YES	decimal	9	3	---	MeasHarvestRemoval	"Corn Ear Height, cm"
Measurement	MeasResidueMgnt	Above G Biomass kg/ha	"Biomass, aboveground, plant tissue, mean or single measurement, kilograms per hectare"	0	"50,000"	kg biomass/ha	YES	decimal	9	3	---	MeasHarvestRemoval	"Above G Biomass, kg/ha"
Measurement	MeasResidueMgnt	Unit Grain Weight mg	"Individual kernel weight, plant tissue, mean or single measurement, megagrams"	0	1000	mg biomass	YES	decimal	9	3	---	MeasHarvestRemoval	"Unit Grain Weight, mg"
Measurement	MeasResidueMgnt	Grain Dry Matt kg/ha	"Grain harvest, plant tissue, mean or single measurement, kilograms per hectare"	0	"50,000"	kg biomass/ha	YES	decimal	9	3	---	MeasHarvestRemoval	"Grain Dry Matt, kg/ha"
Measurement	MeasResidueMgnt	Grain Moist %	"Grain moisture content, plant tissue, mean or single measurement, percent"	0	100	%	YES	decimal	9	3	---	MeasHarvestRemoval	"Grain Moist, %"
Measurement	MeasResidueMgnt	Grain C kgC/ha	"Carbon, grain, plant tissue, mean or single measurement, kilograms of carbon per hectare"	0	"25,000"	kg C/ha	YES	decimal	9	3	---	MeasHarvestRemoval	"Grain C, kgC/ha"
Measurement	MeasResidueMgnt	Grain N kgN/ha	"Nitrogen, grain, plant tissue, mean or single measurement, kilograms of nitrogen per hectare"	0	"10,000"	kg N/ha	YES	decimal	9	3	---	MeasHarvestRemoval	"Grain N, kgN/ha"
Measurement	MeasResidueMgnt	Harv NonGrain Bio kg/ha	"Crop residue, harvested aboveground, plant tissue, mean or single measurement, kilograms per hectare"	0	"50,000"	kg biomass/ha	YES	decimal	9	3	---	MeasHarvestRemoval	"Harv NonGrain Bio, kg/ha"
Measurement	MeasResidueMgnt	Harv Res Moist %	"Crop residue moisture content, plant tissue, mean or single measurement, percent"	0	100	%	YES	decimal	9	3	---	MeasHarvestRemoval	"Harv Res Moist, %"
Measurement	MeasResidueMgnt	Harv Res C kgC/ha	"Carbon, harvested crop residue, plant tissue, mean or single measurement, kilograms of carbon per hectare"	0	"25,000"	kg C/ha	YES	decimal	9	3	---	MeasHarvestRemoval	"Harv Res C, kgC/ha"
Measurement	MeasResidueMgnt	Harv Res N kgN/ha	"Nitrogen, harvested crop residue, plant tissue, mean or single measurement, kilograms of carbon per hectare"	0	"25,000"	kg N/ha	YES	decimal	9	3	---	MeasHarvestRemoval	"Harv Res N, kgN/ha"
Measurement	MeasResidueMgnt	NonHarv NonGrain Bio kg/ha	"Crop residue, non harvested aboveground, plant tissue, mean or single measurement, kilograms per hectare"	0	"5,000"	kg biomass/ha	YES	decimal	9	3	---	MeasHarvestRemoval	"NonHarv NonGrain Bio, kg/ha"
Measurement	MeasResidueMgnt	NonHarv Res Moist %	"Crop residue moisture content, plant tissue, mean or single measurement, percent"	0	100	%	YES	decimal	9	3	---	MeasHarvestRemoval	"NonHarv Res Moist, %"
Measurement	MeasResidueMgnt	NonHarv Res C kgC/ha	"Carbon, non harvested crop residue, plant tissue, mean or single measurement, kilograms of carbon per hectare"	0	"25,000"	kg C/ha	YES	decimal	9	3	---	MeasHarvestRemoval	"NonHarv Res C, kgC/ha"
Measurement	MeasResidueMgnt	NonHarv Res N kgN/ha	"Nitrogen, non harvested crop residue, plant tissue, mean or single measurement, kilograms of nitrogen per hectare"	0	"10,000"	kg N/ha	YES	decimal	9	3	---	MeasHarvestRemoval	"NonHarv Res N, kgN/ha"
Measurement	MeasResidueMgnt	Root Dry Matt kg/ha	"Crop root, biomass, plant tissue, mean or single measurement, kilograms per hectare"	0	"50,000"	kg biomass/ha	YES	decimal	9	3	---	MeasHarvestRemoval	"Root Dry Matt, kg/ha"
Measurement	MeasResidueMgnt	Root Moist %	"Crop root, moisture content, mean or single measurement, plant tissue, percent"	0	100	%	YES	decimal	9	3	---	MeasHarvestRemoval	"Root Moist, %"
Measurement	MeasResidueMgnt	Root C kgC/ha	"Carbon, crop root, plant tissue, mean or single measurement, kilograms of carbon per hectare"	0	"25,000"	kg C/ha	YES	decimal	9	3	---	MeasHarvestRemoval	"Root C, kgC/ha"
Measurement	MeasResidueMgnt	Root N kgN/ha	"Nitrogen, crop root, plant tissue, mean or single measurement, kilograms of nitrogen per hectare"	0	"10,000"	kg N/ha	YES	decimal	9	3	---	MeasHarvestRemoval	"Root N, kgN/ha"
Measurement	MeasResidueMgnt	Corn Ear Height STD cm	"Corn height, plant tissue, StdDev. centimeters"	0	"50,000"	cm	YES	decimal	9	3	---	MeasHarvestRemoval	"Corn Ear Height STD, cm"
Measurement	MeasResidueMgnt	Above G Biomass STD kg/ha	"Biomass aboveground, plant tissue, StdDev, kilograms per hectare"	0	"50,000"	kg biomass/ha	YES	decimal	9	3	---	MeasHarvestRemoval	"Above G Biomass STD, kg/ha"
Measurement	MeasResidueMgnt	Unit Grain Weight STD mg	"Grain weight, plant tissue, StdDev, megagrams"	0	1000	mg biomass	YES	decimal	9	3	---	MeasHarvestRemoval	"Unit Grain Weight STD, mg"
Measurement	MeasResidueMgnt	Grain Dry Matt STD kg/ha	"Grain harvest, plant tissue, StdDev, kilograms per hectare"	0	"50,000"	kg biomass/ha	YES	decimal	9	3	---	MeasHarvestRemoval	"Grain Dry Matt STD, kg/ha"
Measurement	MeasResidueMgnt	Grain Moist STD %	"Grain moisture content, plant tissue, StdDev, percent"	0	100	%	YES	decimal	9	3	---	MeasHarvestRemoval	"Grain Moist STD, %"
Measurement	MeasResidueMgnt	Grain C STD kgC/ha	"Carbon, grain, plant tissue, StdDev, kilograms of carbon per hectare"	0	"25,000"	kg C/ha	YES	decimal	9	3	---	MeasHarvestRemoval	"Grain C STD, kgC/ha"
Measurement	MeasResidueMgnt	Grain N STD kgN/ha	"Nitrogen, grain, plant tissue, StdDev, kilograms of nitrogen per hectare"	0	"10,000"	kg N/ha	YES	decimal	9	3	---	MeasHarvestRemoval	"Grain N STD, kgN/ha"
Measurement	MeasResidueMgnt	Harv NonGrain Bio STD kg/ha	"Crop residue, harvested aboveground, plant tissue, StdDev, kilograms per hectare"	0	"50,000"	kg biomass/ha	YES	decimal	9	3	---	MeasHarvestRemoval	"Harv NonGrain Bio STD, kg/ha"
Measurement	MeasResidueMgnt	Harv Res Moist STD %	"Crop residue moisture content, plant tissue, StdDev, percent"	0	100	%	YES	decimal	9	3	---	MeasHarvestRemoval	"Harv Res Moist STD, %"
Measurement	MeasResidueMgnt	Harv Res C STD kgC/ha	"Carbon, harvested crop residue, plant tissue, StdDev, kilograms of carbon per hectare"	0	"25,000"	kg C/ha	YES	decimal	9	3	---	MeasHarvestRemoval	"Harv Res C STD, kgC/ha"
Measurement	MeasResidueMgnt	Harv Res N STD kgN/ha	"Nitrogen, harvested crop residue, plant tissue, StdDev, kilograms of nitrogen per hectare"	0	"25,000"	kg N/ha	YES	decimal	9	3	---	MeasHarvestRemoval	"Harv Res N STD, kgN/ha"
Measurement	MeasResidueMgnt	NonHarv NonGrain Bio STD kg/ha	"Crop residue, aboveground, plant tissue, StdDev, kilograms per hectare"	0	"5,000"	kg biomass/ha	YES	decimal	9	3	---	MeasHarvestRemoval	"NonHarv NonGrain Bio STD, kg/ha"
Measurement	MeasResidueMgnt	NonHarv Res Moist STD %	"Crop residue moisture content, plant tissue, StdDev, percent"	0	100	%	YES	decimal	9	3	---	MeasHarvestRemoval	"NonHarv Res Moist STD, %"
Measurement	MeasResidueMgnt	NonHarv Res C STD kgC/ha	"Carbon, crop residue, plant tissue, StdDev, kilograms of carbon per hectare"	0	"25,000"	kg C/ha	YES	decimal	9	3	---	MeasHarvestRemoval	"NonHarv Res C STD, kgC/ha"
Measurement	MeasResidueMgnt	NonHarv Res N STD kgN/ha	"Nitrogen, crop residue, plant tissue, StdDev, kilograms of nitrogen per hectare"	0	"10,000"	kg N/ha	YES	decimal	9	3	---	MeasHarvestRemoval	"NonHarv Res N STD, kgN/ha"
Measurement	MeasResidueMgnt	Root Dry Matt STD kg/ha	"Crop root, biomass, plant tissue, StdDev, kilograms per hectare"	0	"50,000"	kg biomass/ha	YES	decimal	9	3	---	MeasHarvestRemoval	"Root Dry Matt STD, kg/ha"
Measurement	MeasResidueMgnt	Root Moist STD %	"Crop root, moisture content, StdDev, plant tissue, percent"	0	100	%	YES	decimal	9	3	---	MeasHarvestRemoval	"Root Moist STD, %"
Measurement	MeasResidueMgnt	Root C STD kgC/ha	"Carbon, crop root, plant tissue, StdDev, kilograms of carbon per hectare"	0	"25,000"	kg C/ha	YES	decimal	9	3	---	MeasHarvestRemoval	"Root C STD, kgC/ha"
Measurement	MeasResidueMgnt	Root N STD kgN/ha	"Nitrogen, crop root, plant tissue, StdDev, kilograms of nitrogen per hectare"	0	"10,000"	kg N/ha	YES	decimal	9	3	---	MeasHarvestRemoval	"Root N STD, kgN/ha"
---	---	---	---	---	---	---	---	---	---	---	---	---	---
Measurement	MeasHarvestFraction	Exp Unit ID	Experimental Unit ID	a	z	none	NO	Memo	---	---	63999	MeasPlantFraction	Exp Unit ID
Measurement	MeasHarvestFraction	Sampling Date	Date	1/1/1900	10/19/2018	mm/dd/yyyy	NO	Date/Time	---	---	---	MeasPlantFraction	Sampling Date
Measurement	MeasHarvestFraction	Treatment ID	Treatment identifier	a	z	none	YES	Memo	---	---	63999	MeasPlantFraction	Treatment ID
Measurement	MeasHarvestFraction	Growth Stage	Growth stage	a	z	none	YES	Memo	---	---	63999	MeasPlantFraction	Growth Stage
Measurement	MeasHarvestFraction	Crop	Crop name	a	z	none	YES	Memo	---	---	63999	MeasPlantFraction	Crop
Measurement	MeasHarvestFraction	Plant Fraction	Plant fraction	a	z	none	YES	Memo	---	---	63999	MeasPlantFraction	Plant Fraction
Measurement	MeasHarvestFraction	Frac Dry Matt kg/ha	"Dry Matter of plant fraction, plant tissue, kilograms per hectare"	0	50000	kg/ha	YES	decimal	9	3	---	MeasPlantFraction	"Frac Dry Matt, kg/ha"
Measurement	MeasHarvestFraction	Frac Moist %	"Moisture in plant fraction, plant tissue, percent"	0	100	%	YES	decimal	9	3	---	MeasPlantFraction	"Frac Moist, %"
Measurement	MeasHarvestFraction	Frac C kgC/ha	"Carbon in plant fraction, plant tissue, kilograms carbon per hectare"	0	"25,000"	kg C/ha	YES	decimal	9	3	---	MeasPlantFraction	"Frac C, kgC/ha"
Measurement	MeasHarvestFraction	Frac N kgN/ha	"Nitrogen in plant fraction, plant tissue, kilograms nitrogen per hectare"	0	"10,000"	kg N/ha	YES	decimal	9	3	---	MeasPlantFraction	"Frac N, kgN/ha"
Measurement	MeasHarvestFraction	Grain Weight mg/kernel	"Kernel weight, plant tissue, milligrams per kernel"	0	"1,000"	mg/kernel	YES	decimal	9	3	---	MeasPlantFraction	"Grain Weight, mg/kernel"
Measurement	MeasHarvestFraction	Frac Dry Matt STD kg/ha	"Dry Matter of plant fraction, plant tissue, StdDev, kilograms per hectare"	0	50000	kg/ha	YES	decimal	9	3	---	MeasPlantFraction	"Frac Dry Matt STD, kg/ha"
Measurement	MeasHarvestFraction	Frac Moist STD %	"Moisture in plant fraction, plant tissue, StdDev, percent"	0	100	%	YES	decimal	9	3	---	MeasPlantFraction	"Frac Moist STD, %"
