TYPE	TABLE	COLUMN	ParameterDescription	Low	High	Units	Nullable	ACCESS Field types	Precision	Scale	Maxlength	TABLE LAST DET	COLUMN From AgAR v2017.05.0008 (6/2/2017)
Measurement	MeasYieldNutrientUptake	Frac Fe gFe/ha	"Plant fraction iron content, grams per hectare"			g Fe/ha	YES	decimal	9	3	---		
Measurement	MeasYieldNutrientUptake	Frac Mn gMn/ha	"Plant fraction manganese content, grams per hectare"			g Mn/ha	YES	decimal	9	3	---		
Measurement	MeasYieldNutrientUptake	Frac Zn gZn/ha	"Plant fraction zinc content, grams per hectare"			g Zn/ha	YES	decimal	9	3	---		
Measurement	MeasYieldNutrientUptake	Frac B gB/ha	"Plant fraction boron content, grams per hectare"			g B/ha	YES	decimal	9	3	---		
Measurement	MeasYieldNutrientUptake	Frac Mo gMo/ha	"Plant fraction molybdenum content, grams per hectare"			g Mo/ha	YES	decimal	9	3	---		
Measurement	MeasYieldNutrientUptake	Grain Weight mg/kernel YNU	"Grain kernal weight, milligrams per kernal"			mg/kernal	YES	decimal	9	3	---		
Measurement	MeasYieldNutrientUptake	Frac Dry Matt STD kg/ha YNU	"Dry biomass plant fraction, StdDev, kilograms per hectare"			kg/ha	YES	decimal	9	3	---		
Measurement	MeasYieldNutrientUptake	Frac Moist STD % YNU	"Plant fraction moisture content, StdDev, percent"			%	YES	decimal	9	3	---		
Measurement	MeasYieldNutrientUptake	Frac C STD kgC/ha YNU	"Plant fraction carbon content, StdDev, kilograms per hectare"			kg C/ha	YES	decimal	9	3	---		
Measurement	MeasYieldNutrientUptake	Frac N STD kgN/ha YNU	"Plant fraction nitrogen content, StdDev, kilograms per hectare"			kg N/ha	YES	decimal	9	3	---		
Measurement	MeasYieldNutrientUptake	Frac P STD kgP/ha	"Plant fraction phosphorus content, StdDev, kilograms per hectare"			kg N/ha	YES	decimal	9	3	---		
Measurement	MeasYieldNutrientUptake	Frac K STD kgK/ha	"Plant fraction potassium content, StdDev, kilograms per hectare"			kg P/ha	YES	decimal	9	3	---		
Measurement	MeasYieldNutrientUptake	Frac S STD kgS/ha	"Plant fraction sulfur content, StdDev, kilograms per hectare"			kg K/ha	YES	decimal	9	3	---		
Measurement	MeasYieldNutrientUptake	Frac Ca STD kgCa/ha	"Plant fraction calcium content, StdDev, kilograms per hectare"			kg Ca/ha	YES	decimal	9	3	---		
Measurement	MeasYieldNutrientUptake	Frac Mg STD kgMg/ha	"Plant fraction magnesium content, StdDev, kilograms per hectare"			kg Mg/ha	YES	decimal	9	3	---		
Measurement	MeasYieldNutrientUptake	Frac Cu STD gCu/ha	"Plant fraction copper content, StdDev, grams per hectare"			kg Cu/ha	YES	decimal	9	3	---		
Measurement	MeasYieldNutrientUptake	Frac Fe STD gFe/ha	"Plant fraction iron content, StdDev, grams per hectare"			kg Fe/ha	YES	decimal	9	3	---		
Measurement	MeasYieldNutrientUptake	Frac Mn STD gMn/ha	"Plant fraction manganese content, StdDev, grams per hectare"			kg Mn/ha	YES	decimal	9	3	---		
Measurement	MeasYieldNutrientUptake	Frac Zn STD gZn/ha	"Plant fraction zinc content, StdDev, grams per hectare"			kg Zn/ha	YES	decimal	9	3	---		
Measurement	MeasYieldNutrientUptake	Frac B STD gB/ha	"Plant fraction boron content, StdDev, grams per hectare"			kg B/ha	YES	decimal	9	3	---		
Measurement	MeasYieldNutrientUptake	Frac Mo STD gMo/ha	"Plant fraction molybdenum content, StdDev, grams per hectare"			kg Mo/ha	YES	decimal	9	3	---		
Measurement	MeasYieldNutrientUptake	Grain Weight STD mg/kernel YNU	"Grain kernal weight, StdDev, milligrams per kernal"			mg/kernal	YES	decimal	9	3	---		
---	---	---	---	---	---	---	---	---	---	---	---	---	---
Measurement	MeasGasNutrientLoss	Exp Unit ID	Experimental Unit ID	a	z	none	NO	Memo	---	---	63999		
Measurement	MeasGasNutrientLoss	Date	Date	1	43392	mm/dd/yyyy	NO	Date/Time	---	---	---		
Measurement	MeasGasNutrientLoss	Time	Time	0:00:00	23:59:59	hr/min/sec							
Measurement	MeasGasNutrientLoss	Treatment ID	Treatment identifier	a	z	none	YES	Memo	---	---	63999		
Measurement	MeasGasNutrientLoss	Growth Stage	Growth stage	a	z	none	YES	Memo	---	---	63999		
Measurement	MeasGasNutrientLoss	Crop	Crop name	a	z	none	YES	Memo	---	---	63999		
Measurement	MeasGasNutrientLoss	Sampling Start-Stop Interval	Date Time Status	a	z	none	YES	Memo	---	---	63999		
Measurement	MeasGasNutrientLoss	Model if simulated	Model if simulated	a	z	none	YES	Memo	---	---	63999		
Measurement	MeasGasNutrientLoss	NOx-N g/ha/day	"Greenhouse gas NOx gas, grams per hectare per day"	-100	"10,000"	g/ha/day	YES	decimal	9	3	---		
Measurement	MeasGasNutrientLoss	N2-N g/ha/day	"Denitrified nitrogen gas, grams per hectare per day"	-100	"10,000"	g/ha/day	YES	decimal	9	3	---		
Measurement	MeasGasNutrientLoss	N2O-N g/ha/day	"Denitrified nitrous oxide, grams per hectare per day"	-100	"10,000"	g/ha/day	YES	decimal	9	3	---		
Measurement	MeasGasNutrientLoss	NH3-N kg/ha/day	"Ammonia volatilization ammonia, kilogram per hectare per day"	"-10,000"	"50,000"	kg/ha/day	YES	decimal	9	3	---		
Measurement	MeasGasNutrientLoss	NOx-N STD g/ha/day	"Greenhouse gas NOx gas, StdDev, grams per hectare per day"	-100	"10,000"	g/ha/day							
Measurement	MeasGasNutrientLoss	N2-N STD g/ha/day	"Denitrified nitrogen gas, StdDev, grams per hectare per day"	-100	"10,000"	g/ha/day							
Measurement	MeasGasNutrientLoss	N2O-N STD g/ha/day	"Denitrified nitrous oxide, StdDev, grams per hectare per day"	-100	"10,000"	g/ha/day							
Measurement	MeasGasNutrientLoss	NH3-N STD kg/ha/day	"Ammonia volatilization ammonia, StdDev, kilogram per hectare per day"	"-10,000"	"50,000"	kg/ha/day							
---	---	---	---	---	---	---	---	---	---	---	---	---	---
Measurement	MeasWaterQualityConc	Exp Unit ID	Experimental Unit ID	a	z	none	NO	Memo	---	---	63999		
Measurement	MeasWaterQualityConc	Date	Date	1	43392	mm/dd/yyyy	NO	Date/Time	---	---	---		
Measurement	MeasWaterQualityConc	Time	Time	0:00:00	23:59:59	hr/min/sec							
Measurement	MeasWaterQualityConc	Treatment ID	Treatment identifier	a	z	none	YES	Memo	---	---	63999		
Measurement	MeasWaterQualityConc	Growth Stage	Growth stage	a	z	none	YES	Memo	---	---	63999		
Measurement	MeasWaterQualityConc	Crop	Crop name	a	z	none	YES	Memo	---	---	63999		
Measurement	MeasWaterQualityConc	Sampling Start-Stop Interval	Date Time Status	a	z	none	YES	Memo	---	---	63999		
Measurement	MeasWaterQualityConc	Model if simulated	Model if simulated	a	z	none	YES	decimal	9	3	---		
Measurement	MeasWaterQualityConc	Surface or leaching	Is the data for surface or leaching loss?	a	z	none	NO	Memo	---	---	63999		
Measurement	MeasWaterQualityConc	Sampling Depth cm	"If the data is for a leaching event, at what sampling depth was the data observed or simulated?"	0	200	cm	YES	decimal	9	3	---		
Measurement	MeasWaterQualityConc	Losses or deposition	"If the data is for a surface erosion event, then is the data assessing erosion losses or deposition?"	a	z	none							
Measurement	MeasWaterQualityConc	Method											
Measurement	MeasWaterQualityConc	Erosion kg (sediment)	Erosion kg (sediment)	0	10000	kg	YES	decimal	9	3	---		
Measurement	MeasWaterQualityConc	Erosion Total suspended solids kg	Erosion Total suspended solids kg	0	1000	kg	YES	decimal					
Measurement	MeasWaterQualityConc	Erosion Total solids kg	Erosion Total solids kg	0	1000	kg	YES	decimal					
Measurement	MeasWaterQualityConc	Soil organic matter mg SOM/L	Soil organic matter mg SOM/L	0	1000	mg SOM/L	YES	decimal	9	3	---		
Measurement	MeasWaterQualityConc	Soil organic carbon mg C/L	Soil organic carbon mg C/L	0	1000	mg C/L	YES	decimal	9	3	---		
Measurement	MeasWaterQualityConc	Water mm	Water mm	0	1000	mm	YES	decimal	9	3	---		
Measurement	MeasWaterQualityConc	mg total N/L	mg total N/L	0	1000	mg total N/L	YES	decimal	9	3	---		
Measurement	MeasWaterQualityConc	mg Total P/L	mg Total P/L	0	1000	mg Total P/L	YES	decimal	9	3	---		
Measurement	MeasWaterQualityConc	mg NH4-N/L	mg NH4-N/L	0	1000	mg NH4-N/L	YES	decimal	9	3	---		
Measurement	MeasWaterQualityConc	mg NO3-N/L	mg NO3-N/L	0	1000	mg NO3-N/L	YES	decimal	9	3	---		
Measurement	MeasWaterQualityConc	Total Dissolved N mg/L	Total Dissolved N mg/L		1000	Total Dissolved N mg/L							
Measurement	MeasWaterQualityConc	mg Total Dissolved P/L	mg Total Dissolved P/L	0	1000	mg Total Dissolved P/L	YES	decimal	9	3	---		
Measurement	MeasWaterQualityConc	mg Cl/L	mg Cl/L		1000	mg Cl/L							
Measurement	MeasWaterQualityConc	pH	pH	0	14								
Measurement	MeasWaterQualityConc	EC mS/cm 	EC mS/cm 	0	1000	mS/cm							
Measurement	MeasWaterQualityConc	Dissolved mg K/L	Dissolved mg K/L	0	1000	mg K/L	YES	decimal	9	3	---		
Measurement	MeasWaterQualityConc	Dissolved mg S/L	Dissolved mg S/L	0	1000	mg S/L	YES	decimal	9	3	---		
Measurement	MeasWaterQualityConc	Dissolved mg Ca/L	Dissolved mg Ca/L	0	1000	mg Ca/L	YES	decimal	9	3	---		
Measurement	MeasWaterQualityConc	Dissolved mg Mg/L	Dissolved mg Mg/L	0	1000	mg Mg/L	YES	decimal	9	3	---		
Measurement	MeasWaterQualityConc	Dissolved ug Cu/L	Dissolved ug Cu/L	0	1000	ug Cu/L	YES	decimal	9	3	---		
Measurement	MeasWaterQualityConc	Dissolved ug Fe/L	Dissolved ug Fe/L	0	1000	ug Fe/L	YES	decimal	9	3	---		
Measurement	MeasWaterQualityConc	Dissolved ug Mn/L	Dissolved ug Mn/L	0	1000	ug Mn/L	YES	decimal	9	3	---		
Measurement	MeasWaterQualityConc	Dissolved ug Zn/L	Dissolved ug Zn/L	0	1000	ug Zn/L	YES	decimal	9	3	---		
Measurement	MeasWaterQualityConc	Dissolved ug B/L	Dissolved ug B/L	0	1000	ug B/L	YES	decimal	9	3	---		
Measurement	MeasWaterQualityConc	Dissolved ug Mo/L	Dissolved ug Mo/L	0	1000	ug Mo/L	YES	decimal	9	3	---		
Measurement	MeasWaterQualityConc	Dissolved mg Al/L	Dissolved mg Al/L	0	1000	mg Al/L	YES	decimal	9	3			
Measurement	MeasWaterQualityConc	Dissolved mg Na/L	Dissolved mg Na/L	0	1000	mg Na/L	YES	decimal	9	3			
Measurement	MeasWaterQualityConc	Dissolved mg Si/L	Dissolved mg Si/L	0	1000	mg Si/L	YES	decimal	9	3			
Measurement	MeasWaterQualityConc	Erosion kg (sediment) STD	Erosion kg (sediment) STD	0	10000	kg	YES	decimal	9	3	---		
Measurement	MeasWaterQualityConc	Erosion Total suspended solids kg STD	Erosion Total suspended solids kg STD	0	1000	kg	YES	decimal					
Measurement	MeasWaterQualityConc	Erosion Total solids kg STD	Erosion Total solids kg STD	0	1000	kg	YES	decimal					
Measurement	MeasWaterQualityConc	Soil organic matter mg SOM/L STD	Soil organic matter mg SOM/L STD	0	1000	mg SOM/L	YES	decimal	9	3	---		
Measurement	MeasWaterQualityConc	Soil organic carbon mg C/L STD	Soil organic carbon mg C/L STD	0	1000	mg C/L	YES	decimal	9	3	---		
Measurement	MeasWaterQualityConc	Water mm STD	Water mm STD	0	1000	mm	YES	decimal	9	3	---		
Measurement	MeasWaterQualityConc	mg total N/L STD	mg total N/L STD	0	1000	mg total N/L	YES	decimal	9	3	---		
Measurement	MeasWaterQualityConc	mg Total P/L STD	mg Total P/L STD	0	1000	mg Total P/L	YES	decimal	9	3	---		
Measurement	MeasWaterQualityConc	mg NH4-N/L STD	mg NH4-N/L STD	0	1000	mg NH4-N/L	YES	decimal	9	3	---		
Measurement	MeasWaterQualityConc	mg NO3-N/L STD	mg NO3-N/L STD	0	1000	mg NO3-N/L	YES	decimal	9	3	---		
Measurement	MeasWaterQualityConc	Total Dissolved N mg/L STD	Total Dissolved N mg/L STD	0	1000	Total Dissolved N mg/L							
Measurement	MeasWaterQualityConc	mg Total Dissolved P/L STD	mg Total Dissolved P/L STD	0	1000	mg Total Dissolved P/L	YES	decimal	9	3	---		
Measurement	MeasWaterQualityConc	mg Cl/L STD	mg Cl/L STD	0	1000	mg Cl/L							
Measurement	MeasWaterQualityConc	pH STD	pH STD	0	3								
Measurement	MeasWaterQualityConc	EC mS/cm STD	EC mS/cm STD	0	1000	mS/cm							
Measurement	MeasWaterQualityConc	Dissolved mg K/L STD	Dissolved mg K/L STD	0	1000	mg K/L	YES	decimal	9	3	---		
Measurement	MeasWaterQualityConc	Dissolved mg S/L STD	Dissolved mg S/L STD	0	1000	mg S/L	YES	decimal	9	3	---		
Measurement	MeasWaterQualityConc	Dissolved mg Ca/L STD	Dissolved mg Ca/L STD	0	1000	mg Ca/L	YES	decimal	9	3	---		
Measurement	MeasWaterQualityConc	Dissolved mg Mg/L STD	Dissolved mg Mg/L STD	0	1000	mg Mg/L	YES	decimal	9	3	---		
Measurement	MeasWaterQualityConc	Dissolved ug Cu/L STD	Dissolved ug Cu/L STD	0	1000	ug Cu/L	YES	decimal	9	3	---		
Measurement	MeasWaterQualityConc	Dissolved ug Fe/L STD	Dissolved ug Fe/L STD	0	1000	ug Fe/L	YES	decimal	9	3	---		
Measurement	MeasWaterQualityConc	Dissolved ug Mn/L STD	Dissolved ug Mn/L STD	0	1000	ug Mn/L	YES	decimal	9	3	---		
Measurement	MeasWaterQualityConc	Dissolved ug Zn/L STD	Dissolved ug Zn/L STD	0	1000	ug Zn/L	YES	decimal	9	3	---		
Measurement	MeasWaterQualityConc	Dissolved ug B/L STD	Dissolved ug B/L STD	0	1000	ug B/L	YES	decimal	9	3	---		
Measurement	MeasWaterQualityConc	Dissolved ug Mo/L STD	Dissolved ug Mo/L STD	0	1000	ug Mo/L	YES	decimal	9	3	---		
Measurement	MeasWaterQualityConc	Dissolved mg Al/L STD	Dissolved mg Al/L STD	0	1000	mg Al/L	YES	decimal	9	3			
Measurement	MeasWaterQualityConc	Dissolved mg Na/L STD	Dissolved mg Na/L STD	0	1000	mg Na/L	YES	decimal	9	3			
Measurement	MeasWaterQualityConc	Dissolved mg Si/L STD	Dissolved mg Si/L STD	0	1000	mg Si/L	YES	decimal	9	3			
---	---	---	---	---	---	---	---	---	---	---	---	---	---
Measurement	MeasWaterQualityArea	Exp Unit ID	Experimental Unit ID	a	z	none	NO	Memo	---	---	63999		
Measurement	MeasWaterQualityArea	Date	Date	1	43392	mm/dd/yyyy	NO	Date/Time	---	---	---		
Measurement	MeasWaterQualityArea	Time	Time	0:00:00	23:59:59	hr/min/sec							
Measurement	MeasWaterQualityArea	Treatment ID	Treatment identifier	a	z	none	YES	Memo	---	---	63999		
Measurement	MeasWaterQualityArea	Growth Stage	Growth stage	a	z	none	YES	Memo	---	---	63999		
Measurement	MeasWaterQualityArea	Crop	Crop name	a	z	none	YES	Memo	---	---	63999		
Measurement	MeasWaterQualityArea	Sampling Start-Stop Interval	Date Time Status	a	z	none	YES	Memo	---	---	63999		
Measurement	MeasWaterQualityArea	Model if simulated	Model if simulated	a	z	none	YES	Memo	---	---	63999		
Measurement	MeasWaterQualityArea	Surface or leaching	Is the data for surface or leaching loss?	a	z	none							
Measurement	MeasWaterQualityArea	Sampling Depth cm	"If the data is for a leaching event, at what sampling depth was the data observed or simulated?"	0	200	cm	YES	decimal	9	3	---		
Measurement	MeasWaterQualityArea	Losses or deposition	"If the data is for a surface erosion event, then is the data assessing erosion losses or deposition?"	a	z	none	YES	decimal	9	3	---		
Measurement	MeasWaterQualityArea	Erosion Method											
Measurement	MeasWaterQualityArea	Erosion t (sediment)/ha	Erosion t (sediment)/ha	0	500	t/ha	YES	decimal	9	3	---		
Measurement	MeasWaterQualityArea	Erosion Total suspended solids t/ha	Erosion Total suspended solids t/ha	0	1000	t/ha	YES	decimal					
Measurement	MeasWaterQualityArea	Erosion Total solidst/ha	Erosion Total solids t/ha	0	1000	t/ha	YES	decimal					
Measurement	MeasWaterQualityArea	Soil organic matter kg/ha	Soil organic matter kg/ha	0	1000	kg/ha	YES	decimal	9	3	---		
Measurement	MeasWaterQualityArea	Soil organic carbon kg C/ha	Soil organic carbon kg C/ha	0	1000	kg C/ha	YES	decimal	9	3	---		
Measurement	MeasWaterQualityArea	Water mm	Water mm	0	1000	mm	YES	decimal	9	3	---		
Measurement	MeasWaterQualityArea	kg total N/ha	kg total N/ha	0	500	kg N/ha	YES	decimal	9	3	---		
Measurement	MeasWaterQualityArea	kg Total P/ha	kg Total P/ha	0	100	kg P/ha	YES	decimal	9	3	---		
Measurement	MeasWaterQualityArea	kg NH4-N/ha	kg NH4-N/ha	0	500	kg NH4-N/ha	YES	decimal	9	3	---		
Measurement	MeasWaterQualityArea	kg NO3-N/ha	kg NO3-N/ha	0	500	kg NO3-N/ha	YES	decimal	9	3	---		
Measurement	MeasWaterQualityArea	Total Dissolved N kg N/ha	Total Dissolved N kg N/ha	0	100	kg N/ha							
Measurement	MeasWaterQualityArea	kg Total Dissolved P/ha	kg Total Dissolved P/ha	0	100	kg DP/ha	YES	decimal	9	3	---		
Measurement	MeasWaterQualityArea	kg total Cl/ha	kg total Cl/ha	0	100	kg Cl/ha							
Measurement	MeasWaterQualityArea	pH	pH	0	14								
Measurement	MeasWaterQualityArea	EC mS/cm	EC mS/cm 	0	1000	mS/cm							
Measurement	MeasWaterQualityArea	Dissolved kg K/ha	Dissolved kg K/ha	0	100	kg K/ha	YES	decimal	9	3	---		
Measurement	MeasWaterQualityArea	Dissolved kg S/ha	Dissolved kg S/ha	0	100	kg S/ha	YES	decimal	9	3	---		
Measurement	MeasWaterQualityArea	Dissolved kg Ca/ha	Dissolved kg Ca/ha	0	100	kg Ca/ha	YES	decimal	9	3	---		
Measurement	MeasWaterQualityArea	Dissolved kg Mg/ha	Dissolved kg Mg/ha	0	100	kg Mg/ha	YES	decimal	9	3	---		
Measurement	MeasWaterQualityArea	Dissolved g Cu/ha	Dissolved g Cu/ha	0	100	g Cu/ha	YES	decimal	9	3	---		
Measurement	MeasWaterQualityArea	Dissolved g Fe/ha	Dissolved g Fe/ha	0	2000	g Fe/ha	YES	decimal	9	3	---		
Measurement	MeasWaterQualityArea	Dissolved g Mn/ha	Dissolved g Mn/ha	0	1000	g Mn/ha	YES	decimal	9	3	---		
Measurement	MeasWaterQualityArea	Dissolved g Zn/ha	Dissolved g Zn/ha	0	1000	g Zn/ha	YES	decimal	9	3	---		
Measurement	MeasWaterQualityArea	Dissolved g B/ha	Dissolved g B/ha	0	100	g B/ha	YES	decimal	9	3	---		
Measurement	MeasWaterQualityArea	Dissolved g Mo/ha	Dissolved g Mo/ha	0	100	g Mo/ha	YES	decimal	9	3	---		
Measurement	MeasWaterQualityArea	Dissolved kg Al/ha	Dissolved kg Al/ha	0	100	kg Al/ha	YES	decimal	9	3			
Measurement	MeasWaterQualityArea	Dissolved kg Na/ha	Dissolved kg Na/ha	0	100	kg Na/ha	YES	decimal	9	3			
Measurement	MeasWaterQualityArea	Dissolved kg Si/ha	Dissolved kg Si/ha	0	100	kg Si/ha	YES	decimal	9	3			
Measurement	MeasWaterQualityArea	Erosion t (sediment)/ha STD	Erosion t (sediment)/ha STD	0	500	t/ha	YES	decimal	9	3	---		
Measurement	MeasWaterQualityArea	Erosion Total suspended solids t/ha STD	Erosion Total suspended solids t/ha	0	1000	t/ha	YES	decimal					
Measurement	MeasWaterQualityArea	Erosion Total solids t/ha STD	Erosion Total solids t/ha	0	1000	t/ha	YES	decimal					
Measurement	MeasWaterQualityArea	Soil organic matter kg/ha STD	Soil organic matter kg/ha STD	0	1000	kg/ha	YES	decimal	9	3	---		
Measurement	MeasWaterQualityArea	Soil organic carbon kg C/ha STD	Soil organic carbon kg C/ha STD	0	1000	kg C/ha	YES	decimal	9	3	---		
Measurement	MeasWaterQualityArea	Water mm STD	Water mm STD	0	1000	mm	YES	decimal	9	3	---		
Measurement	MeasWaterQualityArea	kg total N/ha STD	kg total N/ha STD	0	500	kg N/ha	YES	decimal	9	3	---		
Measurement	MeasWaterQualityArea	kg Total P/ha STD	kg Total P/ha STD	0	100	kg P/ha	YES	decimal	9	3	---		
Measurement	MeasWaterQualityArea	kg NH4-N/ha STD	kg NH4-N/ha STD	0	500	kg NH4-N/ha	YES	decimal	9	3	---		
Measurement	MeasWaterQualityArea	kg NO3-N/ha STD	kg NO3-N/ha STD	0	500	kg NO3-N/ha	YES	decimal	9	3	---		
Measurement	MeasWaterQualityArea	Total Dissolved N kg N/ha STD	Total Dissolved N kg N/ha STD	0	100	kg N/ha							
Measurement	MeasWaterQualityArea	kg Total Dissolved P/ha STD	kg Total Dissolved P/ha STD	0	100	kg DP/ha	YES	decimal	9	3	---		
Measurement	MeasWaterQualityArea	kg total Cl/ha STD	kg total Cl/ha STD	0	100	kg Cl/ha							
Measurement	MeasWaterQualityArea	pH STD	pH STD	0	3								
Measurement	MeasWaterQualityArea	EC mS/cm STD	EC mS/cm STD	0	1000	mS/cm							
Measurement	MeasWaterQualityArea	Dissolved kg K/ha STD	Dissolved kg K/ha STD	0	100	kg K/ha	YES	decimal	9	3	---		
Measurement	MeasWaterQualityArea	Dissolved kg S/ha STD	Dissolved kg S/ha STD	0	100	kg S/ha	YES	decimal	9	3	---		
Measurement	MeasWaterQualityArea	Dissolved kg Ca/ha STD	Dissolved kg Ca/ha STD	0	100	kg Ca/ha	YES	decimal	9	3	---		
Measurement	MeasWaterQualityArea	Dissolved kg Mg/ha STD	Dissolved kg Mg/ha STD	0	100	kg Mg/ha	YES	decimal	9	3	---		
Measurement	MeasWaterQualityArea	Dissolved g Cu/ha STD	Dissolved g Cu/ha STD	0	100	g Cu/ha	YES	decimal	9	3	---		
Measurement	MeasWaterQualityArea	Dissolved g Fe/ha STD	Dissolved g Fe/ha STD	0	2000	g Fe/ha	YES	decimal	9	3	---		
Measurement	MeasWaterQualityArea	Dissolved g Mn/ha STD	Dissolved g Mn/ha STD	0	1000	g Mn/ha	YES	decimal	9	3	---		
Measurement	MeasWaterQualityArea	Dissolved g Zn/ha STD	Dissolved g Zn/ha STD	0	1000	g Zn/ha	YES	decimal	9	3	---		
Measurement	MeasWaterQualityArea	Dissolved g B/ha STD	Dissolved g B/ha STD	0	100	g B/ha	YES	decimal	9	3	---		
Measurement	MeasWaterQualityArea	Dissolved g Mo/ha STD	Dissolved g Mo/ha STD	0	100	g Mo/ha	YES	decimal	9	3	---		
Measurement	MeasWaterQualityArea	Dissolved kg Al/ha STD	Dissolved kg Al/ha STD	0	100	kg Al/ha	YES	decimal	9	3			
Measurement	MeasWaterQualityArea	Dissolved kg Na/ha STD	Dissolved kg Na/ha STD	0	100	kg Na/ha	YES	decimal	9	3			
Measurement	MeasWaterQualityArea	Dissolved kg Si/ha STD	Dissolved kg Si/ha STD	0	100	kg Si/ha	YES	decimal	9	3			
---	---	---	---	---	---	---	---	---	---	---	---	---	---
Measurement	MeasPlantMonitoring	Exp Unit ID	Experimental Unit ID	a	z	none	NO	Memo	---	---	63999		
Measurement	MeasPlantMonitoring	Date	Date	1	43392	mm/dd/yyyy	NO	Date/Time	---	---	---		
Measurement	MeasPlantMonitoring	Treatment ID	Treatment identifier	a	z	none	YES	Memo	---	---	63999		
Measurement	MeasPlantMonitoring	Sample Depth Upper cm	cm	0	100	cm							
Measurement	MeasPlantMonitoring	Sample Depth Lower cm	cm	0	100	cm							
Measurement	MeasPlantMonitoring	Growth Stage	Growth stage	a	z	none	YES	Memo	---	---	63999		
Measurement	MeasPlantMonitoring	Crop	Crop name	a	z	none	YES	Memo	---	---	63999		
Measurement	MeasPlantMonitoring	Model if simulated	Model if simulated	a	z	none	YES	Memo	---	---	63999		
Measurement	MeasPlantMonitoring	Test Value											
Measurement	MeasPlantMonitoring	Test Units											
Measurement	MeasPlantMonitoring	Crop Monitoring Test											
Measurement	MeasPlantMonitoring	Test Value STD											
---	---	---	---	---	---	---	---	---	---	---	---	---	---
Measurement	MeasCropForageQuality	Exp Unit ID	Experimental Unit ID	a	z	none	NO	Memo	---	---	63999		
Measurement	MeasCropForageQuality	Date	Date	1	43392	mm/dd/yyyy	NO	Date/Time	---	---	---		
Measurement	MeasCropForageQuality	Treatment ID	Treatment identifier	a	z	none	YES	Memo	---	---	63999		
Measurement	MeasCropForageQuality	Growth Stage	Growth stage	a	z	none	YES	Memo	---	---	63999		
Measurement	MeasCropForageQuality	Crop	Crop name	a	z	none	YES	Memo	---	---	63999		
Measurement	MeasCropForageQuality	Plant Fraction	Plant fraction	a	z	none	YES	Memo	---	---	63999		
Measurement	MeasCropForageQuality	Model if simulated	Model if simulated	a	z	none	YES	Memo	---	---	63999		
Measurement	MeasCropForageQuality	Value											
Measurement	MeasCropForageQuality	Unit											
Measurement	MeasCropForageQuality	Chemical Compound											
Measurement	MeasCropForageQuality	Value STD											
---	---	---	---	---	---	---	---	---	---	---	---		
Measurement	MeasCropNutrientCycling	Exp Unit ID	Experimental Unit ID	a	z	none	NO	Memo	---	---	63999		
Measurement	MeasCropNutrientCycling	Date	Date	1	43392	mm/dd/yyyy	NO	Date/Time	---	---	---		
Measurement	MeasCropNutrientCycling	Treatment ID	Treatment identifier	a	z	none	YES	Memo	---	---	63999		
Measurement	MeasCropNutrientCycling	Growth Stage	Growth stage	a	z	none	YES	Memo	---	---	63999		
Measurement	MeasCropNutrientCycling	Crop	Crop name	a	z	none	YES	Memo	---	---	63999		
Measurement	MeasCropNutrientCycling	Harvested Fraction											
Measurement	MeasCropNutrientCycling	Model if simulated	Model if simulated										
Measurement	MeasCropNutrientCycling	Corn Ear Height cm		0	500	cm							
Measurement	MeasCropNutrientCycling	Above G Biomass kg/ha		0	"50,000"	kg/ha							
Measurement	MeasCropNutrientCycling	Unit Grain Weight mg		0	1000	mg							
Measurement	MeasCropNutrientCycling	Grain Dry Matt kg/ha		0	"50,000"	kg/ha							
Measurement	MeasCropNutrientCycling	Grain Moist %		0	100	%							
Measurement	MeasCropNutrientCycling	Grain C kgC/ha		0	"25,000"	kgC/ha							
Measurement	MeasCropNutrientCycling	Grain N kgN/ha		0	"1,000"	kgN/ha							
Measurement	MeasCropNutrientCycling	Grain P kgP/ha		0	100	kgP/ha							
Measurement	MeasCropNutrientCycling	Grain K kgK/ha		0	"1,000"	kgK/ha							
Measurement	MeasCropNutrientCycling	Grain S kgS/ha		0	"1,000"	kgS/ha							
Measurement	MeasCropNutrientCycling	Grain Ca kgCa/ha		0	"1,000"	kgCa/ha							
Measurement	MeasCropNutrientCycling	Grain Mg kgMg/ha		0	"1,000"	kgMg/ha							
Measurement	MeasCropNutrientCycling	Grain Cu gCu/ha		0	500	gCu/ha							
Measurement	MeasCropNutrientCycling	Grain Fe gFe/ha		0	"5,000"	gFe/ha							
Measurement	MeasCropNutrientCycling	Grain Mn gMn/ha		0	"1,000"	gMn/ha							
Measurement	MeasCropNutrientCycling	Grain Zn gZn/ha		0	"1,000"	gZn/ha							
Measurement	MeasCropNutrientCycling	Grain B gB/ha		0	500	gB/ha							
Measurement	MeasCropNutrientCycling	Grain Mo gMo/ha		0	500	gMo/ha							
Measurement	MeasCropNutrientCycling	Harv NonGrain Bio kg/ha		0	"50,000"	kg/ha							
Measurement	MeasCropNutrientCycling	Harv Res Moist %		0	100	%							
Measurement	MeasCropNutrientCycling	Harv Res C kgC/ha		0	"25,000"	kgC/ha							
Measurement	MeasCropNutrientCycling	Harv Res N kgN/ha		0	"1,000"	kgN/ha							
Measurement	MeasCropNutrientCycling	Harv Res P kgP/ha		0	100	kgP/ha							
