LTARSite Code	Category	DataSetVariableName	AttributeDescription	Units	TemporalResolution	StartDate	EndDate	ResponsiblePersons	StorageFormat	URLdataAccess	LocationIDoutsideNetwork	SpatialExtentDescription	PublicAccess
UCB	WATER QUALITY	Total Zn		µg/ml	Event	2009	Present	Folmar		Excel Sheets		WE-38	
UCB	WATER QUALITY	TP		ppm	Event	2011	2011	Saporito		Excel Sheets		Kepler Lysimeters	
UCB	WATER QUALITY	TP		ppm	Event	2009	2011	Bryant	Excel Sheets	Excel Sheets		UMES	
UCB	WATER QUALITY	Urea		µg N/L	Event	2011	Present	Saporito		Excel Sheets		Kepler Lysimeters	
UCB	WATER QUALITY	Urea		µg N/L	Event	2010	Present	Bryant	Excel Sheets	Excel Sheets		UMES	
UCB	WATER QUALITY	Yb		µg/ml	Event	2011	Present	Saporito		Excel Sheets		Kepler Lysimeters	
UCB	WATER QUALITY	Yb		µg/ml	Event	2011	Present	Bryant	Excel Sheets	Excel Sheets		UMES	
UCB	WATER QUALITY	Zn		µg/ml	Event	2011	Present	Saporito		Excel Sheets		Kepler Lysimeters	
UCB	WATER QUALITY	Zn		µg/ml	Event	2011	Present	Saporito		Excel Sheets		Kepler Lysimeters	
UCB	WATER QUALITY	Zn		µg/ml	Event	2011	Present	Bryant	Excel Sheets	Excel Sheets		UMES	
